,social,finance,health,Label asli,Label prediksi,Prediksi benar
10757,0,1,0,0,0,True
7120,0,1,1,2,2,True
12438,0,0,2,2,1,False
9740,0,0,0,0,0,True
12763,0,0,1,2,2,True
2640,2,1,2,1,1,True
8454,2,1,2,2,1,False
11355,1,1,2,2,1,False
5293,0,0,1,1,2,False
3419,1,1,0,0,0,True
797,2,0,0,0,0,True
6759,0,1,2,1,1,True
12013,1,0,1,2,2,True
11625,1,1,2,2,1,False
11364,1,0,2,2,1,False
12595,2,1,1,2,2,True
7009,1,0,1,2,2,True
5556,2,1,2,1,1,True
2986,1,1,1,2,2,True
2524,2,0,1,1,2,False
11379,2,0,2,2,1,False
9798,1,0,2,1,1,True
2465,1,1,0,0,0,True
8987,2,0,0,0,0,True
10817,1,1,0,0,0,True
6656,2,1,0,0,0,True
8105,2,0,0,0,0,True
6156,0,0,2,1,1,True
2637,0,1,2,1,1,True
12922,1,1,1,2,2,True
12664,0,1,1,2,2,True
4927,2,1,1,1,2,False
8010,0,0,2,1,1,True
3584,0,0,0,0,0,True
11755,0,0,1,2,2,True
12889,0,0,1,2,2,True
2497,2,1,1,1,2,False
10428,1,0,2,2,1,False
6526,0,1,1,2,2,True
10276,1,1,1,2,2,True
11825,1,1,0,0,0,True
2536,1,1,1,1,2,False
4694,2,1,0,0,0,True
990,0,0,2,1,1,True
8782,1,1,1,2,2,True
10465,1,0,1,2,2,True
1846,0,1,1,1,2,False
3212,1,0,0,0,0,True
5944,2,0,1,1,2,False
7945,1,0,1,2,2,True
549,0,1,2,1,1,True
4938,1,0,2,1,1,True
9809,1,1,0,0,0,True
6246,0,0,2,1,1,True
6902,1,0,0,0,0,True
12435,1,1,2,2,1,False
7196,2,1,0,0,0,True
4998,2,1,2,1,1,True
12813,1,1,2,2,1,False
9945,0,1,2,1,1,True
10637,1,1,0,0,0,True
2975,2,0,0,0,0,True
174,2,1,2,1,1,True
7264,0,1,1,2,2,True
3748,2,0,1,2,2,True
9002,0,0,0,0,0,True
10285,1,0,1,2,2,True
2140,1,1,1,1,2,False
11757,2,0,2,2,1,False
2826,0,0,2,1,1,True
11390,2,1,0,0,0,True
7636,2,0,1,2,2,True
12530,0,0,0,0,0,True
7011,0,1,2,2,1,False
8903,0,1,0,0,0,True
1752,1,0,2,1,1,True
3072,2,1,2,1,1,True
11491,1,0,1,2,2,True
6796,0,1,1,2,2,True
772,1,1,1,1,2,False
4750,1,1,1,1,2,False
11358,0,0,2,2,1,False
2967,1,1,2,2,1,False
2780,1,0,0,0,0,True
10979,1,1,0,0,0,True
7984,0,1,1,2,2,True
822,2,1,2,1,1,True
8146,0,1,1,2,2,True
3219,1,1,2,2,1,False
10807,1,0,1,2,2,True
1198,0,1,1,1,2,False
46,0,1,1,1,2,False
7783,1,0,1,1,2,False
8955,0,1,2,1,1,True
4572,0,0,2,1,1,True
5527,0,0,1,1,2,False
3057,1,1,2,1,1,True
5679,0,1,2,1,1,True
12168,0,0,2,1,1,True
2578,2,0,1,1,2,False
5277,2,0,2,1,1,True
5830,1,1,1,1,2,False
480,2,1,2,1,1,True
12534,1,0,2,2,1,False
5745,2,0,2,1,1,True
8313,1,1,2,2,1,False
8717,2,0,0,0,0,True
12494,0,0,0,0,0,True
2549,0,1,0,0,0,True
10574,1,0,0,0,0,True
4222,0,1,1,2,2,True
5316,1,0,2,1,1,True
7406,1,0,0,0,0,True
12202,1,1,1,2,2,True
1167,1,1,2,1,1,True
10254,2,1,2,1,1,True
11873,0,1,0,0,0,True
5153,2,0,0,0,0,True
8099,1,1,0,0,0,True
3900,2,1,2,1,1,True
3092,2,1,0,0,0,True
9303,1,1,2,2,1,False
1558,0,1,1,1,2,False
10495,0,0,1,2,2,True
4501,0,0,1,1,2,False
768,2,1,2,1,1,True
6852,2,1,2,1,1,True
5567,2,0,0,0,0,True
3514,2,0,1,2,2,True
5332,2,0,1,1,2,False
5294,0,0,0,0,0,True
7897,2,1,1,2,2,True
668,0,0,0,0,0,True
9121,2,1,1,2,2,True
2989,0,0,1,2,2,True
5665,2,1,1,1,2,False
8630,1,0,0,0,0,True
3309,1,1,2,2,1,False
4057,1,0,1,2,2,True
11843,1,1,0,0,0,True
6583,2,1,1,2,2,True
2126,0,0,0,0,0,True
7823,0,1,0,0,0,True
6981,1,1,2,2,1,False
10232,1,0,0,0,0,True
824,2,1,0,0,0,True
9089,1,1,0,0,0,True
12959,1,1,0,0,0,True
6541,1,0,1,1,2,False
9670,2,0,1,1,2,False
12860,1,0,0,0,0,True
8087,2,0,0,0,0,True
5254,1,1,1,1,2,False
10250,1,0,0,0,0,True
447,1,1,2,1,1,True
1018,0,1,1,1,2,False
12386,0,0,0,0,0,True
5799,2,0,2,1,1,True
600,1,0,2,1,1,True
10716,1,0,2,2,1,False
7563,2,0,2,1,1,True
4676,2,1,0,0,0,True
10695,2,0,2,1,1,True
9547,1,0,1,1,2,False
1544,2,1,0,0,0,True
4706,1,0,0,0,0,True
7192,0,1,1,2,2,True
6954,1,0,2,2,1,False
2969,1,1,0,0,0,True
9551,0,1,0,0,0,True
8001,0,1,2,1,1,True
1587,2,0,2,1,1,True
411,1,1,2,1,1,True
1519,1,0,1,1,2,False
2875,2,1,1,1,2,False
6413,2,0,0,0,0,True
7524,0,0,2,2,1,False
3385,0,0,1,2,2,True
10403,1,1,0,0,0,True
3258,0,0,2,1,1,True
9734,2,1,0,0,0,True
2586,2,1,2,1,1,True
1822,2,0,1,1,2,False
9249,1,1,2,2,1,False
82,0,1,1,1,2,False
8776,0,1,1,2,2,True
12924,0,0,2,2,1,False
156,2,1,2,1,1,True
6078,2,1,2,1,1,True
11986,1,1,1,2,2,True
5714,1,0,0,0,0,True
8794,0,1,1,2,2,True
6539,2,0,0,0,0,True
3813,1,1,2,2,1,False
6018,1,0,2,1,1,True
866,0,0,0,0,0,True
9011,0,1,0,0,0,True
3623,2,0,0,0,0,True
760,2,0,1,1,2,False
479,0,1,0,0,0,True
7982,1,0,0,0,0,True
6167,0,1,0,0,0,True
12596,2,1,0,0,0,True
12447,0,1,2,2,1,False
12473,1,1,0,0,0,True
7307,1,1,0,0,0,True
4936,2,0,1,1,2,False
12234,2,1,2,2,1,False
4895,1,1,0,0,0,True
1375,1,0,1,1,2,False
5422,2,0,1,1,2,False
5629,2,1,1,1,2,False
7919,1,1,0,0,0,True
3996,0,0,2,1,1,True
7217,1,1,0,0,0,True
738,0,0,2,1,1,True
12912,1,0,2,2,1,False
8808,1,0,2,1,1,True
8583,1,1,2,2,1,False
9724,2,0,1,1,2,False
12019,2,1,1,2,2,True
5594,2,1,0,0,0,True
9660,2,1,2,1,1,True
7686,0,0,2,2,1,False
10519,1,0,1,2,2,True
12777,1,1,2,2,1,False
8042,2,1,0,0,0,True
12402,0,0,2,2,1,False
10546,1,1,1,2,2,True
5675,2,0,0,0,0,True
10863,0,1,2,2,1,False
11830,2,0,1,2,2,True
3470,2,1,0,0,0,True
8065,0,0,1,2,2,True
11053,0,0,1,2,2,True
2717,1,1,0,0,0,True
9982,0,1,1,2,2,True
9954,0,0,2,1,1,True
5862,2,1,2,1,1,True
11960,1,0,0,0,0,True
4136,2,1,0,0,0,True
6607,0,0,1,2,2,True
12587,2,0,0,0,0,True
7979,2,0,0,0,0,True
9060,1,0,2,2,1,False
10479,2,0,2,1,1,True
6453,0,1,2,1,1,True
10292,2,1,0,0,0,True
804,2,1,2,1,1,True
7646,2,1,0,0,0,True
1,0,0,1,1,2,False
11999,0,1,0,0,0,True
12155,2,0,0,0,0,True
11149,1,0,1,2,2,True
3616,1,1,1,2,2,True
5723,1,1,0,0,0,True
12086,1,0,0,0,0,True
2588,2,1,0,0,0,True
2912,2,1,0,0,0,True
10363,2,1,1,2,2,True
9518,2,1,0,0,0,True
11286,0,0,2,1,1,True
9550,0,1,1,1,2,False
3772,0,1,1,2,2,True
4732,1,1,1,1,2,False
2657,0,1,0,0,0,True
12145,2,1,1,2,2,True
4049,1,1,0,0,0,True
5052,2,1,2,1,1,True
6729,1,1,2,2,1,False
10077,1,1,2,2,1,False
12806,1,0,0,0,0,True
2651,2,0,0,0,0,True
8445,2,0,2,2,1,False
6188,2,1,0,0,0,True
3783,2,0,2,1,1,True
4744,0,1,1,1,2,False
7187,2,0,0,0,0,True
11484,0,0,2,2,1,False
8294,2,1,0,0,0,True
11815,1,0,1,2,2,True
9239,2,0,0,0,0,True
4632,1,0,2,1,1,True
12874,2,0,1,2,2,True
10353,2,0,2,1,1,True
8995,2,1,1,2,2,True
11255,2,0,0,0,0,True
2757,2,0,2,1,1,True
2167,1,0,1,1,2,False
4726,0,1,1,1,2,False
9778,2,0,1,1,2,False
248,2,1,0,0,0,True
3547,0,0,1,2,2,True
3585,2,0,2,2,1,False
12186,0,0,2,2,1,False
8342,1,0,0,0,0,True
5310,0,0,2,1,1,True
4725,0,1,2,1,1,True
1009,0,0,1,1,2,False
952,1,1,1,1,2,False
6154,1,1,1,2,2,True
56,0,0,0,0,0,True
23,2,0,0,0,0,True
8628,1,0,2,2,1,False
7518,2,1,2,2,1,False
2057,2,0,0,0,0,True
3685,2,1,1,2,2,True
8736,1,0,2,2,1,False
8531,1,1,0,0,0,True
6371,1,1,0,0,0,True
10864,0,1,1,2,2,True
10129,2,1,1,2,2,True
3233,0,1,0,0,0,True
8602,1,1,1,2,2,True
12842,1,0,0,0,0,True
10150,1,1,1,2,2,True
3866,2,1,0,0,0,True
11820,2,1,2,2,1,False
3054,2,1,2,1,1,True
3178,0,1,1,2,2,True
4435,1,0,1,1,2,False
8726,2,1,0,0,0,True
3896,1,0,0,0,0,True
10412,1,0,0,0,0,True
12043,0,0,1,2,2,True
861,1,1,2,1,1,True
12201,1,1,2,2,1,False
12069,0,1,2,2,1,False
2410,1,1,1,1,2,False
6135,1,1,2,1,1,True
8293,2,1,1,2,2,True
298,0,1,1,1,2,False
8626,2,0,1,2,2,True
8743,2,1,1,2,2,True
7635,2,0,2,2,1,False
2364,1,0,2,1,1,True
3720,2,1,2,2,1,False
6341,2,0,0,0,0,True
588,2,1,2,1,1,True
5178,2,1,2,1,1,True
7860,2,1,2,1,1,True
9242,1,0,0,0,0,True
10091,0,1,0,0,0,True
8421,1,1,2,2,1,False
8039,0,1,0,0,0,True
11069,1,1,0,0,0,True
12279,2,0,2,2,1,False
11908,0,1,1,2,2,True
7684,1,1,1,2,2,True
4786,1,1,1,1,2,False
745,1,0,1,1,2,False
9865,0,0,1,2,2,True
9563,2,0,0,0,0,True
11060,1,0,0,0,0,True
5299,1,0,1,1,2,False
635,2,0,0,0,0,True
12056,2,1,0,0,0,True
5221,0,0,1,1,2,False
7202,0,0,0,0,0,True
11065,2,1,1,2,2,True
2141,1,1,0,0,0,True
7018,1,1,1,2,2,True
3521,0,1,0,0,0,True
7420,2,0,1,2,2,True
11435,2,0,0,0,0,True
8845,1,0,1,2,2,True
7889,2,0,0,0,0,True
827,1,1,0,0,0,True
9146,0,0,0,0,0,True
862,1,1,1,1,2,False
9330,1,0,2,2,1,False
12031,1,0,1,2,2,True
5190,1,0,2,1,1,True
5306,2,1,0,0,0,True
10858,2,0,1,2,2,True
10679,2,0,0,0,0,True
2117,0,1,0,0,0,True
4292,1,0,0,0,0,True
5536,0,1,1,1,2,False
2458,0,1,1,1,2,False
9561,2,0,2,1,1,True
4372,1,1,1,1,2,False
5630,2,1,0,0,0,True
12809,0,1,0,0,0,True
7440,1,0,2,2,1,False
9103,2,1,1,1,2,False
10744,1,1,1,2,2,True
5309,1,1,0,0,0,True
1141,1,0,1,1,2,False
6519,2,0,2,1,1,True
12077,1,1,0,0,0,True
11583,0,1,2,2,1,False
12834,0,0,2,2,1,False
12049,1,0,1,2,2,True
1050,1,0,2,1,1,True
8458,1,1,1,2,2,True
6467,2,0,0,0,0,True
2693,0,1,0,0,0,True
969,1,1,2,1,1,True
5053,2,1,1,1,2,False
7042,2,0,1,2,2,True
9373,2,1,1,2,2,True
6320,0,0,0,0,0,True
2312,1,0,0,0,0,True
7918,1,1,1,2,2,True
3745,0,0,1,2,2,True
5883,1,1,2,1,1,True
6948,0,0,2,1,1,True
5461,1,0,1,1,2,False
3573,0,1,2,2,1,False
6152,2,1,0,0,0,True
5344,1,1,1,1,2,False
3811,2,1,1,2,2,True
5026,2,0,1,1,2,False
5182,1,1,1,1,2,False
6721,1,0,1,2,2,True
1270,0,1,1,1,2,False
7863,1,1,2,2,1,False
11228,2,1,0,0,0,True
10455,1,1,2,2,1,False
9024,1,0,2,1,1,True
8311,2,1,1,2,2,True
12553,1,0,1,2,2,True
11485,0,0,1,2,2,True
8080,1,1,1,2,2,True
7532,1,0,0,0,0,True
3793,2,1,1,2,2,True
7871,2,0,0,0,0,True
9279,0,1,2,1,1,True
1257,1,1,2,1,1,True
7763,2,0,0,0,0,True
11730,2,1,2,2,1,False
6779,0,1,0,0,0,True
8062,1,1,1,2,2,True
11132,1,0,0,0,0,True
8339,2,0,0,0,0,True
11510,1,0,0,0,0,True
4189,2,1,1,2,2,True
12292,1,1,1,2,2,True
7324,1,1,1,2,2,True
4962,2,1,2,1,1,True
10140,1,0,2,2,1,False
9458,1,0,0,0,0,True
1631,0,1,0,0,0,True
11040,1,0,2,2,1,False
5054,2,1,0,0,0,True
4321,0,0,1,1,2,False
3603,2,0,2,2,1,False
10124,1,0,0,0,0,True
9331,1,0,1,2,2,True
5354,1,0,0,0,0,True
8709,1,1,2,1,1,True
10704,2,1,2,2,1,False
3727,0,0,1,2,2,True
9380,0,0,0,0,0,True
9488,0,0,0,0,0,True
10324,0,1,1,2,2,True
5939,1,1,0,0,0,True
7219,0,0,1,2,2,True
9437,2,0,0,0,0,True
12160,0,1,1,2,2,True
7345,0,0,1,2,2,True
7559,1,1,0,0,0,True
9221,2,0,0,0,0,True
5935,2,1,1,1,2,False
10777,2,1,1,2,2,True
1600,1,1,1,1,2,False
6266,0,0,0,0,0,True
5177,0,1,0,0,0,True
2357,1,1,0,0,0,True
3243,2,0,2,1,1,True
11807,1,1,0,0,0,True
9705,2,0,2,1,1,True
3063,2,0,2,1,1,True
636,1,0,2,1,1,True
1641,2,0,2,1,1,True
10545,1,1,2,2,1,False
11915,1,1,0,0,0,True
9867,2,0,2,1,1,True
4555,0,0,1,1,2,False
466,1,1,1,1,2,False
6147,0,1,2,1,1,True
6669,0,1,2,1,1,True
5197,2,1,1,1,2,False
5579,1,1,0,0,0,True
478,0,1,1,1,2,False
681,1,1,2,1,1,True
10430,1,0,0,0,0,True
4997,0,1,0,0,0,True
4233,2,0,2,2,1,False
305,1,1,0,0,0,True
2587,2,1,1,1,2,False
7892,1,0,0,0,0,True
8855,1,1,0,0,0,True
4892,2,1,0,0,0,True
11399,2,0,0,0,0,True
9927,0,1,2,1,1,True
12799,0,0,1,2,2,True
9140,2,1,0,0,0,True
2276,1,0,0,0,0,True
12505,2,1,1,2,2,True
2332,0,1,1,1,2,False
10533,2,0,2,1,1,True
3364,1,1,1,2,2,True
1189,0,0,1,1,2,False
1823,2,0,0,0,0,True
11951,1,1,0,0,0,True
6713,1,1,0,0,0,True
9388,0,1,1,2,2,True
2147,2,0,0,0,0,True
3292,1,1,1,2,2,True
3062,0,0,0,0,0,True
757,0,0,1,1,2,False
12790,0,1,1,2,2,True
11052,0,0,2,2,1,False
8468,1,0,0,0,0,True
10248,1,0,2,2,1,False
12212,1,0,0,0,0,True
7790,2,1,0,0,0,True
2504,0,0,0,0,0,True
8694,0,0,2,1,1,True
5622,1,0,2,1,1,True
6139,0,0,1,2,2,True
8826,1,0,2,2,1,False
12466,0,1,1,2,2,True
5938,1,1,1,1,2,False
9913,2,1,1,2,2,True
8292,2,1,2,2,1,False
7838,1,0,0,0,0,True
1591,1,0,1,1,2,False
2654,1,0,0,0,0,True
8007,1,1,2,2,1,False
7082,1,0,0,0,0,True
9941,2,0,0,0,0,True
11123,1,1,0,0,0,True
11318,2,1,0,0,0,True
6809,2,0,0,0,0,True
2642,2,1,0,0,0,True
3111,1,1,2,2,1,False
6506,1,0,0,0,0,True
7069,2,1,1,2,2,True
9525,2,0,2,1,1,True
6728,2,1,0,0,0,True
2232,0,0,2,1,1,True
11577,2,0,2,2,1,False
1374,1,0,2,1,1,True
1042,1,1,1,1,2,False
4082,2,1,0,0,0,True
10265,2,0,0,0,0,True
4244,2,1,0,0,0,True
6540,1,0,2,1,1,True
8906,2,1,0,0,0,True
1872,0,0,2,1,1,True
6853,2,1,1,2,2,True
11685,2,0,2,1,1,True
2648,0,0,0,0,0,True
8539,1,0,1,2,2,True
9426,2,1,2,1,1,True
2514,2,1,2,1,1,True
4889,0,1,0,0,0,True
6816,2,1,2,1,1,True
2794,2,0,1,2,2,True
5816,0,0,0,0,0,True
3493,0,0,1,2,2,True
1160,1,0,0,0,0,True
1256,2,1,0,0,0,True
3278,0,0,0,0,0,True
2113,1,0,1,1,2,False
9750,2,1,2,1,1,True
1129,2,1,1,1,2,False
7191,0,1,2,1,1,True
10661,2,0,0,0,0,True
12453,1,1,2,2,1,False
6993,0,1,2,1,1,True
4354,1,1,1,1,2,False
118,0,1,1,1,2,False
2432,0,0,0,0,0,True
10407,2,0,2,1,1,True
6784,1,1,1,2,2,True
4002,1,0,2,2,1,False
1142,1,0,0,0,0,True
4169,0,1,0,0,0,True
1724,2,1,0,0,0,True
3256,1,1,1,2,2,True
4790,0,0,0,0,0,True
3662,1,0,0,0,0,True
12579,1,1,2,2,1,False
3668,2,1,0,0,0,True
4853,0,1,0,0,0,True
12774,2,1,2,2,1,False
5,2,0,0,0,0,True
9628,1,1,1,2,2,True
2485,0,0,1,1,2,False
10649,0,1,0,0,0,True
3224,0,0,0,0,0,True
2762,1,0,0,0,0,True
493,1,0,1,1,2,False
3887,1,1,0,0,0,True
7130,0,0,0,0,0,True
12142,0,1,1,2,2,True
2506,2,0,1,1,2,False
10925,1,1,0,0,0,True
109,0,0,1,1,2,False
11386,0,1,1,2,2,True
8284,2,0,1,2,2,True
3686,2,1,0,0,0,True
314,1,0,0,0,0,True
1401,1,1,2,1,1,True
5969,0,1,0,0,0,True
3133,0,0,1,1,2,False
9207,0,1,2,1,1,True
3983,2,0,0,0,0,True
7736,2,1,0,0,0,True
9136,0,1,1,2,2,True
10620,0,0,2,2,1,False
4015,0,0,1,2,2,True
11643,1,1,2,2,1,False
467,1,1,0,0,0,True
8701,1,0,1,1,2,False
2444,2,1,0,0,0,True
8598,2,1,2,2,1,False
10735,1,0,1,2,2,True
774,0,0,2,1,1,True
5709,2,0,2,1,1,True
11712,2,1,2,2,1,False
457,1,0,1,1,2,False
6847,1,0,1,2,2,True
10714,2,0,1,2,2,True
6999,1,1,2,2,1,False
3275,1,1,0,0,0,True
12750,1,0,2,2,1,False
8124,1,0,2,2,1,False
8924,2,1,0,0,0,True
7417,0,0,1,2,2,True
3263,2,0,0,0,0,True
2519,1,1,0,0,0,True
12204,0,0,2,1,1,True
9430,1,1,1,2,2,True
1653,1,1,2,1,1,True
6130,0,1,1,1,2,False
1218,2,1,2,1,1,True
11027,0,1,0,0,0,True
1532,0,0,0,0,0,True
7419,2,0,2,2,1,False
6418,0,1,1,2,2,True
4660,1,1,1,1,2,False
6570,0,0,2,1,1,True
10646,1,0,0,0,0,True
8915,2,0,0,0,0,True
7070,2,1,0,0,0,True
11958,1,0,2,2,1,False
693,0,1,2,1,1,True
8424,0,0,2,1,1,True
10658,0,0,0,0,0,True
2358,0,0,2,1,1,True
8392,2,0,1,2,2,True
7152,1,0,2,2,1,False
153,0,1,2,1,1,True
3235,2,1,1,2,2,True
5227,1,0,1,1,2,False
10262,0,0,0,0,0,True
840,2,1,2,1,1,True
4152,2,1,2,2,1,False
2529,0,1,2,1,1,True
4420,0,1,1,1,2,False
523,0,0,1,1,2,False
9689,2,0,0,0,0,True
11851,1,0,1,2,2,True
9328,2,0,1,2,2,True
8258,2,1,0,0,0,True
5908,2,0,1,1,2,False
3949,1,0,1,2,2,True
9562,2,0,1,1,2,False
12951,0,1,2,2,1,False
621,0,1,2,1,1,True
2079,0,1,2,1,1,True
8930,0,0,0,0,0,True
12931,1,0,1,2,2,True
12173,2,0,0,0,0,True
1708,1,1,1,1,2,False
3196,0,1,1,2,2,True
7248,2,1,2,2,1,False
3526,1,1,1,2,2,True
6359,2,0,0,0,0,True
5744,0,0,0,0,0,True
99,0,1,2,1,1,True
7443,0,1,2,2,1,False
2958,1,0,2,2,1,False
9637,1,0,1,2,2,True
3950,1,0,0,0,0,True
10388,0,0,0,0,0,True
11618,1,0,0,0,0,True
3971,0,1,0,0,0,True
2853,0,1,2,1,1,True
9333,0,1,2,1,1,True
6122,0,0,0,0,0,True
7886,0,0,0,0,0,True
2078,1,0,0,0,0,True
4743,0,1,2,1,1,True
2021,2,0,0,0,0,True
8536,2,0,1,2,2,True
8112,2,1,2,2,1,False
10512,0,0,2,2,1,False
3730,2,0,1,2,2,True
8166,2,1,2,2,1,False
1255,2,1,1,1,2,False
11479,2,1,1,2,2,True
8615,0,1,0,0,0,True
12196,0,1,1,2,2,True
10130,2,1,0,0,0,True
9077,2,0,0,0,0,True
934,1,1,1,1,2,False
1624,2,0,1,1,2,False
3671,1,1,0,0,0,True
6996,2,1,2,1,1,True
9354,2,1,2,1,1,True
7922,0,0,0,0,0,True
1967,2,0,0,0,0,True
2482,1,1,1,1,2,False
7580,0,0,0,0,0,True
4129,1,0,1,2,2,True
6164,1,0,0,0,0,True
212,2,1,0,0,0,True
1231,1,0,1,1,2,False
2668,2,0,1,1,2,False
10488,2,1,2,2,1,False
9322,1,1,1,2,2,True
9299,0,1,0,0,0,True
1726,1,1,1,1,2,False
6708,2,1,2,1,1,True
4651,1,0,1,1,2,False
556,1,1,1,1,2,False
10137,2,0,2,1,1,True
3316,2,0,1,2,2,True
7531,1,0,1,2,2,True
7166,0,0,0,0,0,True
2423,0,1,0,0,0,True
6717,2,0,2,1,1,True
3790,0,1,1,2,2,True
649,0,0,1,1,2,False
10409,2,0,0,0,0,True
11445,1,1,2,2,1,False
3267,0,1,2,1,1,True
4058,1,0,0,0,0,True
2261,0,1,0,0,0,True
3564,0,0,2,1,1,True
10700,1,0,0,0,0,True
8005,2,1,1,2,2,True
5311,0,0,1,1,2,False
843,1,1,2,1,1,True
10452,2,1,2,1,1,True
2545,1,0,1,1,2,False
7822,0,1,1,2,2,True
1307,0,1,0,0,0,True
8932,2,0,1,1,2,False
6380,1,0,0,0,0,True
10899,0,1,2,2,1,False
2500,1,1,1,1,2,False
12604,2,0,1,2,2,True
11327,2,0,0,0,0,True
8047,0,0,1,2,2,True
1221,1,1,2,1,1,True
11531,0,1,0,0,0,True
4657,2,1,1,1,2,False
5113,0,0,1,1,2,False
8751,2,0,2,1,1,True
10179,0,1,2,1,1,True
12880,0,1,1,2,2,True
11380,2,0,1,2,2,True
4803,1,1,2,1,1,True
4094,1,0,0,0,0,True
623,0,1,0,0,0,True
9332,1,0,0,0,0,True
1964,0,0,0,0,0,True
4571,1,1,0,0,0,True
10351,0,0,1,2,2,True
1788,1,0,2,1,1,True
9053,1,1,0,0,0,True
9054,0,0,2,1,1,True
4487,2,0,0,0,0,True
12397,2,1,1,2,2,True
7289,1,1,0,0,0,True
60,1,0,2,1,1,True
1259,1,1,0,0,0,True
5404,2,0,1,1,2,False
9057,2,0,2,1,1,True
9832,2,0,1,1,2,False
831,2,0,2,1,1,True
11552,2,1,0,0,0,True
4439,0,1,0,0,0,True
1698,1,0,2,1,1,True
6381,0,1,2,1,1,True
4491,0,1,2,1,1,True
8700,1,0,2,1,1,True
7972,1,1,1,2,2,True
7957,0,0,1,2,2,True
2996,1,0,0,0,0,True
9753,1,1,2,1,1,True
11952,0,0,2,2,1,False
9069,1,1,2,2,1,False
1108,0,1,1,1,2,False
4861,0,0,1,1,2,False
3576,2,1,2,2,1,False
4195,0,0,1,2,2,True
12357,0,1,2,2,1,False
7384,2,0,1,2,2,True
6936,1,0,2,2,1,False
11828,0,0,0,0,0,True
9957,2,0,2,1,1,True
12130,1,1,1,2,2,True
8815,2,1,1,2,2,True
7390,0,1,1,2,2,True
4477,2,1,1,1,2,False
6449,2,0,0,0,0,True
11042,1,0,0,0,0,True
4609,0,0,1,1,2,False
11151,0,1,2,2,1,False
9172,0,1,1,2,2,True
12886,1,1,1,2,2,True
1469,0,1,0,0,0,True
1572,1,0,2,1,1,True
3906,0,0,2,1,1,True
8195,2,0,0,0,0,True
5572,0,1,1,1,2,False
12954,2,1,2,2,1,False
2620,0,1,1,1,2,False
100,0,1,1,1,2,False
6696,0,0,2,1,1,True
5721,1,1,2,1,1,True
377,1,1,0,0,0,True
8967,2,0,2,1,1,True
11498,2,1,0,0,0,True
6978,2,1,2,1,1,True
1704,2,1,2,1,1,True
8969,2,0,0,0,0,True
11264,2,1,0,0,0,True
965,0,1,0,0,0,True
11253,2,0,2,1,1,True
11111,2,0,0,0,0,True
1639,0,0,1,1,2,False
2070,0,0,2,1,1,True
5364,0,0,2,1,1,True
10059,1,1,2,2,1,False
6622,1,1,1,2,2,True
